	cl	ACO1.output_1	AFF4.output_1	ANXA11.output_1	ARNTL.output_1	Arnt..Ahr	BAT4.output_1	BATF..JUN	BOLL.output_1	BRCA1	Bcd_Cell_FBgn0000166	Bcl6	Bsh_Cell_FBgn0000529	C15_SOLEXA_FBgn0004863	C2orf52.output_1	CAT.output_1	CBFA2T2.output_1	CENTG1.output_1	CG13424_SOLEXA_FBgn0034520	CG7928_SANGER_10_FBgn0039740	CKMT1B.output_1	CNOT6.output_1	COBRA1.output_1	CREB1.output_1	CSTF2.output_1	CTCF	DIS3.output_1	DNMT3A.output_1	DTL.output_1	E2F6	E5_Cell_FBgn0008646	EBF1	EBF1.output_1	ECSIT.output_1	EGR1	EGR2	ELF2.output_1	ELK4	ESR1	ETFB.output_1	ETS1	ETS1.output_1	ETV4.output_1	EWSR1.FLI1	Eip74EF_FlyReg_FBgn0000567	En1	Erg	Ets1	Exex_SOLEXA_FBgn0041156	FAM127B.output_1	FIP1L1.output_1	FLI1	FLI1.output_1	FOXD1	FOXO3	FOXP4.output_1	Fer1_SANGER_5_FBgn0037475	GABPA	GATA2	GATA3	GIT2.output_1	GLYCTK.output_1	GOT1.output_1	GRHL1.output_1	GTF2B.output_1	GTF2H3.output_1	GTF3C2.output_1	GTF3C5.output_1	GTPBP1.output_1	GTPBP6.output_1	H1FX.output_1	H2AFZ.output_1	HHAT.output_1	HIF1A..ARNT	HIST1H2BN.output_1	HIST2H2AB.output_1	HIST2H2BE.output_1	HLH54F_da_SANGER_5_FBgn0022740	HTATIP2.output_1	Hand1..Tcfe2a	Hoxc9	Hr46_SANGER_5_FBgn0000448	IRF1	IRF1.output_1	Inv_Cell_FBgn0001269	LARP1.output_1	LAS1L.output_1	Lbe_SOLEXA_FBgn0011278	Lbl_Cell_FBgn0008651	MBTPS2.output_1	MCTP2.output_1	MDM2.output_1	MEF2A	MLX.output_1	MORG1.output_1	MTHFD1.output_1	Mafb	Myb	NFATC2	NFATC3.output_1	NFATC4.output_1	NFE2L2	NNT.output_1	NRF1	OTUD4.output_1	PCK2.output_1	PHTF1.output_1	PITX1.output_1	POLE3.output_1	PPP2R3B.output_1	PRDM1	PRNP.output_1	PTCD1.output_1	PTPMT1.output_1	RAB14.output_1	RAB2A.output_1	RARA.output_1	RBM3.output_1	RBM35A.output_1	REST	RIOK2.output_1	RNASEH2C.output_1	RORA_2	SCAND2.output_1	SCMH1.output_1	SEMA4A.output_1	SFT2D1.output_1	SLC18A1.output_1	SMAP1L.output_1	SMPX.output_1	SOX10	SOX13.output_1	SPAG7.output_1	SPI1	SREBF1	SRF	STAT1	STAT2..STAT1	STAT3	STAU2.output_1	STUB1.output_1	SUCLG1.output_1	Sox15_SANGER_5_FBgn0005613	Spi1	T	TAF1A.output_1	TAF9.output_1	TAGLN2.output_1	TAL1..GATA1	TAL1..TCF3	TBP	TBPL1.output_1	TCEAL2.output_1	TCEAL6.output_1	TCF3.output_1	TCF7L2	TEAD1	TEAD1.output_1	TFAM.output_1	TFAP2A	TFAP2A.output_1	TFAP2C	TFAP2C.output_1	TFE3.output_1	TFEB.output_1	TGIF1.output_1	TGIF2LX.output_1	THAP1	THAP5.output_1	THRA.output_1	THRAP6.output_1	TIA1.output_1	TIMELESS.output_1	TIMM44.output_1	TIMM8A.output_1	TLX1..NFIC	TMSL3.output_1	TOB2.output_1	TP53	TP63	TP73.output_1	TPI1.output_1	TPPP.output_1	TRIM21.output_1	TRIM69.output_1	TRIP10.output_1	TRMT1.output_1	TROVE2.output_1	TSC22D4.output_1	TSN.output_1	TSNAX.output_1	TULP1.output_1	Tal1..Gata1	Tcf12	Tcf3	Tcfcp2l1	Trl_FlyReg_FBgn0013263	Tup_SOLEXA_FBgn0003896	UBE2V1.output_1	UTP18.output_1	Ubx_Cell_FBgn0003944	Vis_SOLEXA_FBgn0033748	WISP2.output_1	XRCC1.output_1	YEATS4.output_1	YY1	ZBTB12.output_1	ZBTB25.output_1	ZBTB33	ZBTB4.output_1	ZBTB46.output_1	ZMAT2.output_1	ZMAT4.output_1	ZNF160.output_1	ZNF192.output_1	ZNF385.output_1	ZNF695.output_1	ZNF720.output_1	ZNF76.output_1	ZSWIM1.output_1	Zfx	ase_da_SANGER_10_FBgn0000137	brZ2_FlyReg_FBgn0000210	btd_NAR_FBgn0000233	byn_FlyReg_FBgn0011723	cwo_SANGER_5_FBgn0259938	dTCF	dl_NBT_FBgn0000462	dsf_SANGER_5_FBgn0015381	eg_SANGER_5_FBgn0000560	h_SANGER_5_FBgn0001168	her_SOLEXA_10_FBgn0001185	klu_SANGER_10_FBgn0013469	prd_SOLEXA_5_FBgn0003145	run_Bgb_NBT_FBgn0003300	sens_SOLEXA_5_FBgn0002573	tgo_ss_SANGER_5_FBgn0015014	toy_FlyReg_FBgn0019650	wor_SOLEXA_2_5_FBgn0001983	peaks_ets1.bed	peaks_heb.bed	peaks_ikzf1.bed	peaks_p5424_H3K4me2.bed	peaks_p5424_Pol2.bed	peaks_runx1.bed	peaks_tcf7.bed
mm9_chr1_164658175_164658482_+	1	0.0208394883247551	0.0105425798255279	0	0	0	0	0.0131319773662738	0	0.00981507578414904	0.0228155205387702	0.010359791740906	0.0101979422810066	0.0107811202604934	0	0.0100527236078706	0.0107525407024885	0	0	0.0116242222665831	0	0	0.00992103417120741	0.0107811202604934	0.0216801442479758	0.0100018927501163	0	0	0	0	0	0	0	0	0	0	0	0.0114751750660597	0.0104946213342552	0	0	0	0	0.0224969977682012	0	0	0.0208572738243792	0.0108102891290697	0	0	0	0.0212878222830781	0	0.023652696977466	0.0109015879030119	0	0	0.0110332773396751	0	0	0	0	0.0107245271136875	0.0148301041324358	0	0	0.0315289121985227	0.0235816857217485	0.0104256008161121	0	0.0114751750660597	0.0113403454727105	0	0.0099853470643532	0.0121978094296309	0	0	0.0104256008161121	0	0	0.0116776112443947	0	0	0	0	0	0	0.0138495504006313	0.0112571073473932	0.0210576738760822	0.0099853470643532	0	0.0107525407024885	0	0	0	0	0	0.0104033225603131	0	0	0	0.0118510493940795	0	0	0	0	0.0116776112443947	0	0.0105183973562145	0.0128944863675628	0	0.00981507578414904	0	0	0	0	0	0.0112172556978264	0.0103385185579778	0	0	0.0104946213342552	0.0201895271381712	0	0	0.0103385185579778	0	0	0.00990540263087592	0	0.00990540263087592	0.0100018927501163	0.0101789535394407	0	0.0098899419304705	0	0.00982973539726525	0.00992103417120741	0.011733094434293	0.00984454851697444	0	0	0.0125533288740123	0	0	0.0098899419304705	0	0	0.0428475302508505	0	0	0	0.0107525407024885	0	0.0335506783842286	0	0.0104256008161121	0	0	0	0	0	0.0115231335573324	0.0228708894189431	0	0.0112172556978264	0	0	0.0216801442479758	0	0.0221941654211873	0	0	0.0246379066871637	0	0	0.0197880973279745	0.010035576246332	0.00978620457785814	0	0.0127713965926787	0	0	0	0	0.0222277157685483	0	0	0	0.0208964710781873	0	0	0.0109991879791599	0	0	0.0139543865028182	0	0	0	0	0	0	0	0.0105183973562145	0	0	0.021036794712429	0.0216852767343539	0	0	0	0	0	0.0109659007961577	0	0	0	0	0	0	0.0107245271136875	0.0232272582419186	0	0	0.0324145882661815	0.0213528689545976	0	0	0.0100186342473554	0.0141907078941818	0	0	0.0112981142767353	0	0.0105183973562145	0.0106701111739388	0	0.0109659007961577	3.094462541	0.410423453	0.325732899	4.915309446	31.158	20.29333333	6.816666667
mm9_chr1_166383909_166384102_+	1	0	0.0167698031421609	0	0	0.0156832753699497	0	0	0.0161321724084327	0	0	0.0208646225202088	0	0	0	0.03698377523672	0	0.0168089385716451	0	0.0179063831898949	0	0.0320951462885703	0	0	0.0158574131988673	0	0.0490294284237	0.0164118709186205	0	0	0	0.0341612400515589	0	0.0322062735472489	0.01744316862394	0	0.0182532577475665	0.0571149827080929	0	0	0.0184903431908861	0.0537191495696848	0.0198129986577426	0	0.0914619025606496	0	0.0646396274876932	0.0744179813915679	0	0	0.0199682485198019	0.0683023591424374	0.063693111816957	0	0.0166197321787655	0.0156594631850319	0	0.0732252517554417	0	0	0.0321149473130495	0.0170155267169181	0	0	0	0.0182532577475665	0	0	0	0	0	0.0177813382172695	0	0	0.0165134022971873	0	0	0	0	0	0	0	0.0320149206021926	0.0168893124896671	0	0.0516154267442035	0.018329544052337	0	0	0	0.0158834277137639	0	0	0.0343069369154592	0	0	0.0170592218855029	0	0.0160744710295832	0.0177813382172695	0.0177813382172695	0	0	0.0191656476908602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156359003469452	0.0155895021984845	0.0218748639876495	0	0	0	0	0	0	0	0.0620443681178911	0	0.0198129986577426	0.0165134022971873	0.0355251853094583	0.0527882393931951	0	0.0313189263700638	0.0346268492173673	0	0.0546365309783429	0	0	0	0	0.0160182123374163	0	0	0	0	0.0199682485198019	0.0170155267169181	0	0	0.0192810694251149	0.018329544052337	0.0400064580261511	0.0201350085372703	0.0553845246392443	0.0351020244470163	0	0	0	0	0	0	0	0	0.0530862780533108	0	0.0194027331341798	0	0	0	0	0	0	0	0.0173408678042728	0	0	0.0160182123374163	0	0	0	0.015963325946238	0.0232893783506741	0.0178429922240037	0	0	0.0368899389849975	0.0365699064610243	0	0.0377065599868714	0	0.0207480041730697	0	0	0	0	0	0	0	0	0	0	0	0.0177213285149388	0	0.0159363767561561	0	0.0325665026276553	0	0	0.0191656476908602	0	0.0155666570228106	0	0.0326932845594377	0	0	0	0	0	0.0180387878762804	0.0334730402127056	0	0	0	0	0	0	0	0	0	0.0157562622159529	10.61658031	4.300518135	4.497409326	6.984455959	26.778	31.68833333	14.905
mm9_chr1_167758332_167758533_+	1	0	0.0664869319904203	0	0	0.0328288530309376	0.0154346910881073	0	0.0319165006020074	0.0181008565372259	0.015013575955027	0	0	0	0.0181008565372259	0.0160290982567978	0	0	0	0	0	0.0341377975215608	0	0	0	0	0.0177544091335374	0.0160654128774023	0.0161781690198697	0.0396873601448929	0	0	0	0	0.025943632661638	0.0711076991872563	0.0154346910881073	0.0155183403369115	0.0150821743853038	0	0	0	0	0.0904968908483813	0.0163382918227124	0	0	0.0175267599267678	0	0	0	0.0166506840110679	0	0	0	0	0.0173208261697618	0	0.0193336151626526	0.0166992404154916	0	0	0	0	0.0152262723750317	0	0	0.0180088992949671	0	0	0.0153541599383895	0	0	0	0	0.0342807037467443	0	0.0367628847607469	0	0	0	0	0	0	0.0158561524545132	0.0307643090111823	0	0.0162171010472923	0	0	0.0152512514863504	0	0	0	0	0.0151530223410979	0	0	0	0.0154075125025276	0.0152015787455215	0	0	0.0167997547741398	0	0	0	0	0	0	0.0167489131563205	0.0166031948672559	0	0	0	0	0	0	0	0	0	0	0	0.0320871992183753	0	0	0	0.0166992404154916	0	0	0	0	0	0	0.0334538711434581	0	0	0	0	0.0159582503010037	0	0	0	0	0.0331380465968522	0	0	0.0155469588885985	0	0	0.018884975210667	0	0.0151530223410979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191734923598098	0.0165567270749467	0.0191734923598098	0.0202013967531412	0	0	0	0	0	0	0	0	0	0	0.0320426477623906	0	0	0.0158896518707269	0	0.0156653813496563	0	0	0.031392941389111	0.0162171010472923	0	0.0171936913216404	0.0215318514530561	0.0149911854016605	0.0319867678108381	0	0	0	0	0	0.0149690244990423	0.0165112376249971	0.0153020931041697	0	0.0415748623060389	0.0334527264180993	0	0	0.0170160020068815	0	0	0	0	0	0	0	0	0	0	0.0349584139309134	0.0169051741724977	0.0662604621243837	0	0.0166031948672559	0	0	0	0.015013575955027	0.048124097732974	0	0.0805581948852615	0	0	0	0	0.038804461776211	0.0367831029394065	1.721393035	7.07960199	0.84079602	2.592039801	32.702	30.205	9.051666667
mm9_chr1_167946519_167946702_+	1	0	0	0.0184521896699568	0	0	0.0169528574246424	0	0.0175279142650369	0	0	0	0	0	0	0.0169830896027843	0	0.0171080233894482	0	0	0	0	0	0	0	0	0	0	0.0183417886530809	0	0	0	0.0167239385102808	0.0179914198027435	0	0	0.0167791315534738	0.024562021976394	0	0	0	0	0	0.0400275795188603	0.036250075826676	0	0.0452504617809333	0.0516853593226963	0	0	0	0.0452315086200338	0	0	0	0	0.0176456174227205	0.0224781927586203	0	0	0	0.0171730464675887	0	0	0	0.0164413875645219	0	0	0	0	0	0	0	0	0	0	0	0	0.017900131860105	0.0178557718042461	0	0	0.0174899423527127	0.0178122257404686	0	0	0.0386623169628529	0	0	0.0346924698688626	0	0	0	0	0	0.0166434835549764	0	0	0	0	0	0	0	0	0	0.0167239385102808	0.0185093778321326	0.0169230055355631	0	0.01839634723727	0	0	0.0187529960433498	0	0	0.0170137118843034	0	0	0	0	0	0	0	0	0	0.0169528574246424	0.0535725811488966	0.0188848740745887	0	0	0	0.0166172601512509	0	0.0371733302834666	0.0179914198027435	0	0	0	0	0	0	0.0524698934960067	0	0.0235508410927404	0.0331113875282109	0	0	0	0.0184521896699568	0	0	0	0	0	0.0174157740074161	0.0768396471523601	0	0.0193311584814265	0.0353723716550499	0	0.01959030957393	0	0.0172740486844959	0.0175665036338209	0	0	0	0	0.0165656669477927	0	0	0	0	0.0187529960433498	0	0	0	0	0	0	0.0340935812128296	0.0181852576069086	0	0	0.020334679776214	0	0	0	0	0.0426004372532463	0	0	0.0177694643332995	0	0	0	0	0	0	0	0	0	0.0164413875645219	0	0.0196833879307539	0	0	0	0	0	0	0	0.0168072170160553	0	0	0	0.0187529960433498	0.0170761679596082	0	0	0	0.0178122257404686	0	0	0	0.0204629917753918	0.0220558042221554	0	0.0343215000322994	0	0	0	0	0	0.0172062385315898	0	0	0	0.0170137118843034	4.158469945	0.005464481	0.273224044	7.62295082	35.816	22.52666667	5.055
mm9_chr1_173849407_173849647_+	1	0.0139051757013268	0.0298752221002432	0.0272676741537328	0	0.0133360810439434	0	0	0	0	0	0	0	0	0.012949605822123	0	0	0	0	0	0	0	0	0	0	0.0132519002685755	0.0129037917208669	0	0	0.0265784321592707	0	0	0.0145618750903337	0.012949605822123	0.0178851242662586	0.0513326910761068	0.0125928183112965	0.0269628470821764	0.0283446643411433	0.0150085832971998	0.0271363340981539	0	0.0145061919171755	0.015932953087268	0.0127108749723129	0	0.0266685183708917	0.0273138782044228	0	0.0139051757013268	0.0125551177738906	0.0267604508340116	0.0143487395801363	0.01364885054333	0.0175027477106101	0	0.0130944479315364	0.0149376110501216	0	0.0138281615109351	0.0133075834417338	0	0.0137184575995919	0	0	0	0.0277941755026623	0.0127108749723129	0	0.01364885054333	0	0	0	0.0256320320682196	0	0.0146786614386681	0	0.0125551177738906	0.0128591089484012	0	0	0	0	0	0	0	0.0125928183112965	0	0	0.0131454248332739	0	0	0	0.0133944590207885	0	0.0261763729041572	0	0	0.0289729368152721	0	0	0.0139051757013268	0.0131714621219281	0.0164941971451741	0	0	0	0.02896482581854	0	0	0	0.0172115345011209	0	0.0256310059494843	0.0129037917208669	0	0	0	0	0	0	0	0.0148035082027408	0	0	0	0	0	0	0.0131978795303907	0	0	0	0	0.0139449478592694	0	0.0131454248332739	0	0	0.0296499919801301	0	0	0	0.0287484560620102	0	0	0.0126508840527269	0	0	0	0	0	0	0	0	0	0	0	0.0125928183112965	0	0	0	0	0	0.0286316697136758	0.0285194331772289	0	0	0	0.0138662589252678	0.015082453159535	0.0283900366012688	0	0	0.027265141528629	0.0275884951028484	0	0	0	0	0.0133650346270906	0	0.0127940878095238	0	0.0160577998513407	0	0	0	0.0128371746150997	0	0.0143487395801363	0.015082453159535	0	0.0566439348089112	0.0424943656238477	0	0.0271181591938434	0	0.0134243697900682	0	0	0	0	0	0.0150085832971998	0	0	0	0.0139856138479742	0	0	0	0	0.0132519002685755	0.0140272147684184	0	0	0	0	0	0	0.0313041796315341	0	0.0573014167890435	0	0	0	0	0.0131454248332739	0	0	0	0.0580954680263136	0.0129265537862898	0	0	0	0.0163367448081349	0.0193261340165934	4.85	9.075	8.133333333	6.058333333	47.154	243.565	24.96833333
mm9_chr1_182226418_182226527_+	1	0	0	0.0929380929248284	0	0	0	0	0.028564305273647	0	0	0	0	0	0	0	0	0	0	0.05939138277624	0	0.0597640236102607	0	0	0	0	0.0693930032381582	0	0	0.0594631748635056	0	0	0	0	0.149314031930076	0.0920699311847054	0	0.0350817315682965	0	0.0991392658163659	0.0282653386020544	0	0	0	0.027644296015906	0	0.0682819584507348	0.035651895850396	0	0	0	0.063296191866302	0.0332090711769577	0	0	0.0309793643082761	0	0.0321893422584012	0	0	0	0.0626366703558729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337411073877622	0	0	0	0	0	0	0	0	0	0	0	0	0.0278120830407896	0	0	0	0	0	0	0	0	0	0.0283136343818008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0314843878525964	0.0328901527709099	0	0	0	0.0312746366327844	0	0	0.0293638481701506	0	0.064752219697043	0.0321893422584012	0	0	0	0	0	0	0	0	0.0402496893878923	0	0	0	0.0286691627211771	0	0	0	0	0	0	0	0	0	0	0	0.0317057977582543	0	0.0282653386020544	0	0	0	0	0	0	0	0	0.0996272135308732	0.0298331373669156	0	0	0	0	0	0	0	0	0.0294275991789151	0.0279872476454595	0	0.0320628442355972	0	0	0	0.0337411073877622	0	0	0.0350817315682965	0	0	0	0	0.0278987028227423	0	0	0	0	0	0	0.0314843878525964	0	0.0330464219387886	0	0.0287768544943077	0	0	0	0	0	0.0303651735777201	0	0.0343552981183183	0	0	0	0	0.0307044723506849	0	0	0	0.0619587286165523	0.0320628442355972	0	0	0	0	0	0	0	0.0291185797917355	0	0.0439988992416888	0	0	0	0	2	2	4.743119266	1.458715596	0.186093047	0.748289551	3.322878788
mm9_chr1_182296519_182296775_+	1	0	0	0.0131904324593832	0.0138782889400695	0	0.0121186441746467	0	0.0282596892847736	0.012702390519507	0.0119550029194585	0	0	0	0.0120762303950053	0	0	0	0	0	0.0142874114030383	0.0259680370386275	0	0	0	0.0239109026079719	0.0143663308799456	0	0	0.0134997342017567	0	0.0284272112401023	0	0	0	0.0277915577342519	0	0.0299435400345667	0.0135489104803037	0	0.012034851201656	0.0119944573214285	0	0.0123482457393076	0.0142874114030383	0.018442368746278	0.0165491094001448	0.0329184703039044	0	0.0147248089008661	0	0.0288235301493163	0.014139799837064	0	0	0	0	0.0290769433563778	0	0	0	0	0.0118602037994314	0	0.012162145604795	0	0.0243103284738154	0.0122997720753161	0.014004010359489	0	0.0118974901975026	0.0125853466781889	0	0	0.0148276563177503	0.0131505138453922	0	0	0.0122295635948009	0	0	0.0119746154248298	0.0126428594001448	0	0	0.0271621282643175	0	0	0	0	0	0.0127957973843719	0	0.0132313130596885	0.0120762303950053	0.0431576996334506	0.0246140771414436	0	0.0250322959415944	0	0	0	0	0.0262764342420194	0.0117530231418262	0.0270832087874102	0	0.014004010359489	0	0.0117880029959392	0.013939985296254	0	0	0	0.0150541873606319	0	0	0.0123238357811943	0	0	0	0	0.0146278417769402	0	0.014004010359489	0	0	0.0124236565017896	0.0255119616966193	0.0125297199628974	0	0	0.0121843219051532	0.0265464063177503	0.0127640868756915	0	0	0.0293197086171155	0	0.0129996177424386	0	0	0	0.0340496045753768	0	0	0.0133602203257156	0	0	0.0273051733058119	0	0	0.0117530231418262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153156982576265	0	0.0251839396475918	0	0	0	0	0	0.0118787445612457	0	0	0.0127329582441631	0.0117358000211033	0	0	0.0128610539996174	0	0	0.0118787445612457	0	0.0266661029552617	0	0	0.0149371435193137	0	0	0.012034851201656	0	0.0118787445612457	0.0292916672709158	0	0.0118602037994314	0	0.0133602203257156	0	0.0121843219051532	0	0	0.0144491015794376	0	0.0258139035019829	0	0.0123981453019499	0.0270773989775541	0	0.0129289215623886	0	0	0.0126428594001448	0	0	0	0	0	0	0	0	0.0127957973843719	0	0.0118237193218762	0	0.0265065863381859	0.0175580078971879	0	0.0134054620153633	0	0	0	0	0	0.0117530231418262	0	3.625	2.515625	2.265625	5.2421875	70.756	157.8766667	37.87411694
mm9_chr1_182320408_182320595_+	1	0	0.0173078716921768	0	0	0	0	0	0	0.0161135201376137	0	0	0	0	0.0220584959176914	0	0	0	0	0.0169384550122661	0	0	0	0	0	0	0	0	0	0	0	0.0179494509278814	0	0	0	0.0346428254029993	0	0	0.0175172413390332	0	0	0.0164202196485867	0	0	0	0	0	0	0	0.020158027158405	0	0	0	0	0	0	0.0380705155493006	0	0	0.0173078716921768	0	0	0	0	0.016649782218329	0	0	0	0	0	0	0.0161375869890932	0	0	0.0160661219540238	0	0	0	0	0	0	0.016742076365075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173078716921768	0	0.0196672764987491	0	0	0	0.0194560008769113	0	0	0	0	0	0	0	0	0	0	0.0198997133638886	0	0	0	0	0	0	0.0164477043526103	0	0	0	0	0	0	0	0	0	0.020448709844622	0	0	0	0	0.0364637873178638	0	0	0	0	0.0171529856176564	0.0161619058540703	0.0200252807213727	0	0	0.0178462148038418	0.017079251476022	0	0	0	0	0	0	0	0	0	0.0226554652750645	0	0.0191712655188726	0	0	0	0.0162874732115544	0	0.0166198149588744	0	0	0	0.0171529856176564	0	0	0	0	0	0.0357100572474122	0	0	0	0	0	0	0	0	0.0377247669244288	0.016742076365075	0	0	0	0	0	0.0173078716921768	0	0	0	0	0	0.0175614794458032	0.0177962681393812	0	0	0	0	0	0	0	0.0172681710607372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0576021371192353	0	0	0	0	0.0161375869890932	0.0180028424835316	0	0	0	0	0	0.0194560008769113	0.0175172413390332	0.0179494509278814	0	0	0	0.016649782218329	1.50802139	0	1.502673797	4.005347594	23.202	10.34166667	5.244242424
mm9_chr1_183265647_183265894_+	1	0	0	0	0	0	0	0	0.0163031260987866	0.0127479419080199	0	0	0	0	0.0266252084221347	0	0	0	0	0.0150657748949278	0	0.0133644939095708	0	0	0	0.0121812709486134	0	0	0	0	0	0	0	0	0.0131969121882824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124523105827454	0	0	0.0130148589675677	0	0	0	0.102770444941871	0.0124315023250433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127728824290921	0	0	0	0	0.015873760137459	0	0.0122733483864213	0	0	0.013262041013762	0	0	0.0122545431028352	0	0	0	0	0	0	0.0123310019860756	0.0129862684635698	0.0427791666778275	0	0	0	0	0	0	0	0	0	0	0	0.0136296823660745	0.0397969508979736	0	0.017762008677248	0	0	0	0	0	0	0	0	0	0	0	0	0.0146550152157425	0	0	0	0	0	0.0123115733104409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121993047195699	0.0578369422675549	0	0	0	0.0129304454494579	0	0.0294630205565433	0.0122175253723094	0	0	0.0146550152157425	0	0.0152613403992782	0	0	0	0	0.04065707270628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013436270294026	0.0150657748949278	0	0	0.0131035303904335	0	0	0	0.0739124675970001	0.0570164241249244	0	0.0878844001328873	0	0	0	0	0.0138939201454778	0	0	0	0	0	0.0141491903711745	0	0.0128498995842072	0	0	0	0	0	0	0	0	0	0.0121634202647872	0.0139916273508086	0	0	0.0148898004261785	0	0.0162120032607387	0	0	0	0	0.0283577522485929	0	0.0151608400603105	0	0.0277210542656124	0	0	0	0.014514277943438	0.983805668	16.8582996	3.214574899	16.49392713	64.204	113.9666667	21.68103448
mm9_chr1_183803546_183803769_+	1	0	0.0138874888475698	0.0151423798636865	0.0136365856846588	0.0135734176968623	0	0	0.0143838937690661	0.0141199177187485	0	0	0	0	0	0.0139367955036301	0	0.0160763526996824	0	0.0152867057980874	0.0148028250926636	0.0148028250926636	0	0	0	0	0	0.0188063678296687	0	0.0186598695482634	0	0	0	0	0.0140658167707603	0.224476529369934	0	0.0147264424052251	0	0	0	0	0	0.0468694212927664	0	0	0.0154425896826579	0.0148823262897956	0	0	0	0.0146893458762296	0	0	0	0.0137018714253356	0.0158636861080764	0.0157338040635234	0.019287130025399	0.0207165415169883	0	0	0	0	0	0.0134922597502579	0.0414000807784944	0	0	0	0	0	0	0	0.0585685218123102	0	0	0.0175821468787102	0.0429729386199304	0.014965211517123	0	0	0.0161527353871209	0	0	0.0290420788383212	0	0	0	0.033326449667861	0.0137466437163966	0.0141199177187485	0	0	0	0	0.0145137758136191	0	0	0.0138874888475698	0.0137018714253356	0	0	0.0672185931588907	0.0169038164960616	0	0	0.0307292954807454	0	0	0.031213389600107	0	0	0	0	0	0	0.0149233279913197	0	0	0	0	0	0.0153892299369193	0	0.0162322365842529	0	0	0.0152867057980874	0	0	0.030429085661774	0	0.0305054683492125	0	0	0	0	0	0	0	0	0	0.0309400423985759	0.0143220628969332	0	0	0	0	0	0	0.0162322365842529	0	0	0	0.0145137758136191	0	0	0	0	0	0	0	0	0	0.0195808589435893	0	0	0	0	0	0.0317408498400978	0	0.0146893458762296	0	0	0	0.0271468353937247	0.049120116017012	0.0481313813144211	0	0	0	0.0156719731913906	0.0151423798636865	0	0	0	0	0.0147264424052251	0	0	0.0167924999771152	0.0140131781910686	0.0159320267652815	0	0.0137694218577834	0	0	0	0	0	0.0153892299369193	0	0	0	0	0.0156719731913906	0	0.0142328484183819	0.0153372932887139	0	0	0	0.0167924999771152	0	0	0.0165873094364844	0	0.0150080156332944	0	0	0	0	0.030089530890751	0	0.0145137758136191	0	0.0191372477137983	0	0	0.0137694218577834	0.146400132137995	0.0136153012226657	0	0	0.0333508137084461	0.0276315866154612	0	1.977578475	11.21076233	3.726457399	6.358744395	29.462	24.53333333	7.423333333
mm9_chr1_194622799_194622908_+	1	0	0	0.0290595512595758	0	0	0	0	0	0.027644296015906	0	0	0	0	0	0	0	0.0350817315682965	0	0.0290595512595758	0	0	0.0359708142564438	0	0	0	0	0	0	0.0290595512595758	0	0.0372981793463893	0	0	0	0	0.029178496004203	0.0387325573359299	0	0	0.0300525149577909	0.0317057977582543	0.0284621367771519	0	0.0332090711769577	0	0.0378434746477826	0.0409956062656674	0	0	0	0.0380618500117516	0.0353566235258877	0	0	0.0304473280974717	0	0.0655240823346462	0	0	0.0293011011561111	0	0	0	0	0	0	0	0	0	0	0.0392268268843964	0	0	0	0.0308856104992698	0.0448262077770015	0	0.0345830374185479	0	0	0	0	0	0	0	0.0649101284789182	0	0	0	0.0281238674197838	0.0580330108913277	0	0	0	0	0.0310753774612868	0.0315935550388322	0.0636425886781238	0.0629687757051928	0.0629687757051928	0.0298331373669156	0	0	0.0288875380851461	0	0	0	0	0	0	0	0	0.0564352424575802	0	0	0.0363174983013007	0	0	0	0	0	0	0	0	0.0332090711769577	0	0	0.0312746366327844	0.027603430498234	0	0	0	0.0369437811596358	0	0.0297626160030047	0	0.0291185797917355	0	0	0	0	0	0.0420644646975154	0	0	0	0	0	0	0	0	0.0279427292711989	0.0302846788593026	0	0	0	0.0805735417962027	0.0649101284789182	0	0.0345830374185479	0	0	0.0396216400240772	0	0	0	0	0	0	0	0	0	0.0300525149577909	0	0	0	0.0277694692330303	0	0	0.0372981793463893	0	0	0.0320628442355972	0	0	0	0	0	0	0	0.0598098589083625	0	0	0.0317057977582543	0.0293011011561111	0	0	0.0278551575472885	0	0	0	0.0286163890616441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0275629798660775	0	0	0	0	0	0	0	0	0	0	0	0	0.0343552981183183	0	0.0319402390836891	0	0	0	0	2.917431193	1	4.834862385	1.935779817	19.556	25.65	10.455
